Feature_Set,Classifier,F1_Score_Macro
DarkChannel + HOG + SpatialFreq + DL_ResNet,RandomForest,0.9548472376999717
Contrast + HOG,RandomForest,0.9548384897714847
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9538682203126024
DarkChannel + LBP + HOG + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9538628180609882
Contrast + LBP + HOG + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9538380575402092
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_Inception,RandomForest,0.953835964429046
DarkChannel + HOG,RandomForest,0.9537645460033335
Edge + HOG,RandomForest,0.9537645460033335
DarkChannel + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9528049966160499
Edge + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9528049966160499
Contrast + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9528049966160499
Contrast + Edge + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9527857908792218
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.9527857908792218
Edge + HOG + DL_Inception + SpatialFreq_mRMR,RandomForest,0.9527480543315893
Contrast + HOG + DL_Inception + SpatialFreq_mRMR,RandomForest,0.9527480543315893
DarkChannel + HOG + DL_Inception + SpatialFreq_mRMR,RandomForest,0.9527480543315893
Contrast + HOG + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,RandomForest,0.952743692377928
Edge + HOG + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,RandomForest,0.952743692377928
DarkChannel + HOG + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,RandomForest,0.952743692377928
Contrast + DarkChannel + HOG + SpatialFreq + DL_ResNet,RandomForest,0.952735167534599
Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet,RandomForest,0.952735167534599
Contrast + Edge + HOG + SpatialFreq + DL_ResNet,RandomForest,0.951668640740299
Contrast + DarkChannel + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Edge + HOG + DL_ResNet,SVM,0.9254804780206454
DarkChannel + HOG + DL_ResNet,SVM,0.9254804780206454
Contrast + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Edge + DarkChannel + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
Edge + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Edge + DarkChannel + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + DarkChannel + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + HOG + DL_ResNet,SVM,0.9254804780206454
HOG + DL_ResNet,SVM,0.9254804780206454
LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
DarkChannel + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + DarkChannel + HOG + DL_ResNet,SVM,0.9254804780206454
Contrast + Edge + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
Edge + DarkChannel + HOG + DL_ResNet,SVM,0.9254804780206454
Edge + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
DarkChannel + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + LBP + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Edge + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
Contrast + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + HOG + DL_ResNet,SVM,0.9254804780206454
Edge + HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet,SVM,0.9254804780206454
HOG + DL_ResNet + SpatialFreq_mRMR,SVM,0.9254804780206454
Contrast + Edge + HOG + DL_ResNet,SVM,0.9254804780206454
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
Contrast + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
DarkChannel + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + DarkChannel + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + Edge + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + DarkChannel + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
DarkChannel + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
Edge + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,SVM,0.9244088316734086
Edge + HOG + SpatialFreq + DL_ResNet,SVM,0.9244088316734086
Contrast + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Contrast + Edge + DarkChannel + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Contrast + DarkChannel + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Contrast + Edge + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Edge + DarkChannel + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
DarkChannel + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Edge + LBP + HOG + DL_ResNet,SVM,0.9243875516199166
LBP + HOG + DL_ResNet,SVM,0.9243875516199166
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
Edge + DarkChannel + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
DarkChannel + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
Contrast + DarkChannel + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Contrast + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
Edge + DarkChannel + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Edge + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
Edge + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Contrast + Edge + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
DarkChannel + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Contrast + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Contrast + Edge + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9243704236291418
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq,SVM,0.9243704236291418
Edge + HOG + SpatialFreq,SVM,0.9233009059414423
Edge + LBP + HOG,SVM,0.9233009059414423
Contrast + DarkChannel + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + DarkChannel + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + DarkChannel + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + HOG + SpatialFreq,SVM,0.9233009059414423
Contrast + Edge + LBP + HOG,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + HOG,SVM,0.9233009059414423
Contrast + Edge + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + DarkChannel + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + DarkChannel + HOG + SpatialFreq,SVM,0.9233009059414423
Contrast + DarkChannel + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + HOG + SpatialFreq,SVM,0.9233009059414423
Contrast + Edge + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
DarkChannel + LBP + HOG,SVM,0.9233009059414423
LBP + HOG,SVM,0.9233009059414423
HOG + SpatialFreq,SVM,0.9233009059414423
DarkChannel + HOG + SpatialFreq,SVM,0.9233009059414423
DarkChannel + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + DarkChannel + LBP + HOG,SVM,0.9233009059414423
Contrast + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + LBP + HOG,SVM,0.9233009059414423
DarkChannel + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + HOG,SVM,0.9233009059414423
DarkChannel + HOG,SVM,0.9233009059414423
Contrast + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + DarkChannel + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + DarkChannel + HOG,SVM,0.9233009059414423
Contrast + DarkChannel + HOG,SVM,0.9233009059414423
Contrast + LBP + HOG,SVM,0.9233009059414423
Contrast + HOG + SpatialFreq,SVM,0.9233009059414423
LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + HOG,SVM,0.9233009059414423
Edge + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
HOG,SVM,0.9233009059414423
Contrast + HOG,SVM,0.9233009059414423
Edge + LBP + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + DarkChannel + LBP + HOG,SVM,0.9233009059414423
Edge + DarkChannel + HOG + SpatialFreq_mRMR,SVM,0.9233009059414423
Edge + DarkChannel + HOG + SpatialFreq,SVM,0.9233009059414423
Edge + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
DarkChannel + HOG + SpatialFreq + SpatialFreq_mRMR,SVM,0.9233009059414423
Contrast + Edge + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
DarkChannel + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Edge + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Contrast + DarkChannel + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Contrast + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Edge + DarkChannel + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232932262321445
Edge + DarkChannel + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Contrast + DarkChannel + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Contrast + Edge + HOG + DL_EfficientNet,SVM,0.9232331453974967
DarkChannel + HOG + DL_EfficientNet,SVM,0.9232331453974967
Edge + DarkChannel + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
Contrast + Edge + DarkChannel + HOG + DL_EfficientNet,SVM,0.9232331453974967
Contrast + Edge + DarkChannel + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
DarkChannel + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
Contrast + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Contrast + Edge + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
Contrast + Edge + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Contrast + DarkChannel + HOG + DL_EfficientNet,SVM,0.9232331453974967
Contrast + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Edge + DarkChannel + HOG + DL_EfficientNet,SVM,0.9232331453974967
Contrast + HOG + DL_EfficientNet,SVM,0.9232331453974967
Edge + HOG + DL_EfficientNet,SVM,0.9232331453974967
Edge + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Edge + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
DarkChannel + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9232331453974967
Contrast + DarkChannel + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9232331453974967
HOG + DL_EfficientNet,SVM,0.9232331453974967
DarkChannel + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
Contrast + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
Contrast + DarkChannel + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
Edge + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
Edge + DarkChannel + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9222553230698957
LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
DarkChannel + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Contrast + Edge + DarkChannel + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Contrast + Edge + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Contrast + Edge + DarkChannel + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Contrast + Edge + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Contrast + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Edge + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
DarkChannel + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Contrast + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Edge + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Contrast + Edge + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Edge + DarkChannel + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Contrast + DarkChannel + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Edge + DarkChannel + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Contrast + DarkChannel + LBP + HOG + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9221647620301467
Contrast + LBP + HOG + SpatialFreq + DL_EfficientNet,SVM,0.9221647620301467
Edge + LBP + HOG + DL_EfficientNet,SVM,0.9221647620301467
Contrast + Edge + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9211701233146723
Contrast + Edge + DarkChannel + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9211701233146723
Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Contrast + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Contrast + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Edge + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Edge + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9211456456505408
HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9211456456505408
Contrast + Edge + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9211456456505408
Contrast + Edge + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Edge + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Contrast + LBP + HOG + SpatialFreq + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9210636867613295
Contrast + Edge + HOG + DL_Inception,MLP,0.9201770825626994
Contrast + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Contrast + DarkChannel + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Contrast + Edge + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
DarkChannel + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Edge + DarkChannel + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Contrast + Edge + DarkChannel + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Edge + LBP + HOG + DL_ResNet + DL_EfficientNet,SVM,0.9200821216899253
Contrast + Edge + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Edge + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Contrast + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Contrast + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Contrast + Edge + DarkChannel + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200756495013657
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + Edge + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + DarkChannel + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
Contrast + Edge + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
Edge + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
Contrast + Edge + DarkChannel + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
Edge + DarkChannel + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
Contrast + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.9200604458953174
DarkChannel + HOG + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9200604458953174
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Contrast + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Edge + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Contrast + Edge + LBP + HOG + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189904497461423
Contrast + Edge + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
DarkChannel + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + Edge + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
Contrast + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
Contrast + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + DarkChannel + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Edge + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
Contrast + DarkChannel + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + Edge + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
Contrast + Edge + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
DarkChannel + LBP + HOG + DL_Inception + DL_ResNet,SVM,0.918927864755388
Contrast + Edge + DarkChannel + LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
LBP + HOG + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.918927864755388
Contrast + DarkChannel + HOG + DL_Inception + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.9189254306243928
Contrast + DarkChannel + LBP + HOG + DL_Inception + DL_EfficientNet,SVM,0.9189254306243928
Contrast + Edge + LBP + HOG + DL_Inception + DL_EfficientNet,SVM,0.9189254306243928
Contrast + LBP + HOG + DL_Inception + DL_EfficientNet,SVM,0.9189254306243928
Edge + LBP + HOG + DL_Inception + DL_EfficientNet,SVM,0.9189254306243928
Edge + HOG + DL_Inception + DL_EfficientNet,SVM,0.9189254306243928
