Feature_Set,Classifier,F1_Score_Macro
DarkChannel + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Contrast + DarkChannel + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Contrast + Edge + DarkChannel + DL_ResNet,SVM,0.8748144211961228
Edge + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Contrast + Edge + DL_ResNet,SVM,0.8748144211961228
DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Edge + DarkChannel + DL_ResNet,SVM,0.8748144211961228
Contrast + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Contrast + DarkChannel + DL_ResNet,SVM,0.8748144211961228
Contrast + DL_ResNet,SVM,0.8748144211961228
Edge + DarkChannel + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Contrast + Edge + DL_ResNet + SpatialFreq_mRMR,SVM,0.8748144211961228
Edge + DarkChannel + LBP + DL_ResNet,SVM,0.8747850171364082
Contrast + Edge + LBP + DL_ResNet,SVM,0.8747850171364082
Contrast + Edge + DarkChannel + LBP + DL_ResNet,SVM,0.8747850171364082
DarkChannel + LBP + DL_ResNet,SVM,0.8747850171364082
Edge + LBP + DL_ResNet,SVM,0.8747850171364082
Contrast + LBP + DL_ResNet,SVM,0.8747850171364082
LBP + DL_ResNet,SVM,0.8747850171364082
Contrast + DarkChannel + LBP + DL_ResNet,SVM,0.8747850171364082
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet,MLP,0.8746533538921835
Contrast + HOG + DL_EfficientNet,MLP,0.8745965605294324
Edge + DarkChannel + LBP + HOG + DL_ResNet + DL_EfficientNet,MLP,0.8745590578492882
Edge + LBP + HOG + SpatialFreq + SpatialFreq_mRMR,MLP,0.8744338188854371
Contrast + DarkChannel + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8743538737017191
DarkChannel + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,MLP,0.8743517786770244
Edge + DarkChannel + DL_ResNet + DL_EfficientNet,MLP,0.8743090214287866
Contrast + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8742685198997503
Contrast + Edge + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8741931946384629
LBP + SpatialFreq + DL_ResNet,RandomForest,0.8740038674154343
Contrast + Edge + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,MLP,0.8739756906167246
DarkChannel + LBP + DL_ResNet + DL_EfficientNet,MLP,0.8739179997254938
DarkChannel + HOG + DL_EfficientNet,MLP,0.8738869601737311
DarkChannel + LBP + HOG + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,MLP,0.873827805497552
Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet,MLP,0.8737485272455888
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8737321163247287
LBP + HOG + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8737051529702793
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8736882535077417
Contrast + SpatialFreq + DL_ResNet,SVM,0.8736838012673003
Contrast + Edge + SpatialFreq + DL_ResNet,SVM,0.8736838012673003
Contrast + DarkChannel + SpatialFreq + DL_ResNet,SVM,0.8736838012673003
Contrast + Edge + DarkChannel + SpatialFreq + DL_ResNet,SVM,0.8736838012673003
Contrast + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8735828169808038
DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8734264953144478
LBP + SpatialFreq + DL_ResNet,MLP,0.8734157425637228
Contrast + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8733902324186182
Contrast + LBP + HOG + DL_ResNet + DL_EfficientNet,MLP,0.8733139404094148
DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8732305606133914
Contrast + LBP + DL_ResNet + DL_EfficientNet,RandomForest,0.8731157495257401
Contrast + Edge + HOG + SpatialFreq + DL_Inception,MLP,0.8731043902253021
Contrast + Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8730274879773615
DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8729530758401683
Contrast + DarkChannel + DL_ResNet + DL_EfficientNet,RandomForest,0.8728781587504406
Contrast + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Contrast + Edge + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Contrast + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Edge + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Contrast + Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.872877649088875
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet,MLP,0.8728699318214664
DarkChannel + LBP + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,MLP,0.8727912534135331
DL_ResNet + DL_EfficientNet,RandomForest,0.8727706365624609
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8727488114179028
Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8726031025816997
DarkChannel + SpatialFreq + DL_ResNet,MLP,0.8725208422044142
SpatialFreq + DL_ResNet,SVM,0.8725141186027316
Edge + DarkChannel + SpatialFreq + DL_ResNet,SVM,0.8725141186027316
DarkChannel + SpatialFreq + DL_ResNet,SVM,0.8725141186027316
Edge + SpatialFreq + DL_ResNet,SVM,0.8725141186027316
LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.872449646781783
Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet,MLP,0.8724386183827931
Contrast + HOG + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8723134933683179
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8723017113317747
Contrast + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8722850308514426
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_Inception + DL_EfficientNet,MLP,0.8722740638641472
LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,RandomForest,0.8722456406518487
DarkChannel + LBP + DL_ResNet + DL_EfficientNet,RandomForest,0.8722090523390623
Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,RandomForest,0.8721948869718318
Contrast + Edge + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8721324834132516
Edge + LBP + DL_ResNet + DL_EfficientNet,RandomForest,0.8720414578488386
Edge + DL_ResNet,MLP,0.871987210460165
Edge + DarkChannel + DL_ResNet + DL_EfficientNet,RandomForest,0.8718972917407175
Contrast + Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + DarkChannel + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + DarkChannel + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + DarkChannel + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + Edge + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + Edge + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Edge + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Edge + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + DarkChannel + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8718018494191547
Contrast + Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
Contrast + Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,SVM,0.8718018494191547
DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8716774322832604
Edge + SpatialFreq + DL_ResNet + SpatialFreq_mRMR,MLP,0.8714867147656273
Contrast + DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8713686754899314
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,MLP,0.8711640272624116
Contrast + Edge + DarkChannel + DL_ResNet + SpatialFreq_mRMR,RandomForest,0.8711105435584763
LBP + DL_ResNet + DL_EfficientNet,MLP,0.8710337607271935
LBP + HOG + DL_Inception + DL_ResNet + DL_EfficientNet,MLP,0.8710155328905937
Contrast + Edge + LBP + DL_ResNet + DL_EfficientNet,MLP,0.8708812264892707
Contrast + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Contrast + Edge + DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Edge + DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Contrast + DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Edge + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Contrast + Edge + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8707680906562578
Contrast + Edge + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8707615158120674
Contrast + DarkChannel + DL_Inception + DL_ResNet,MLP,0.8707276221852321
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8706216805244285
Contrast + DarkChannel + LBP + HOG + SpatialFreq + DL_Inception,MLP,0.8703507619451143
DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8703050399094687
Contrast + DarkChannel + LBP + DL_ResNet,RandomForest,0.8702427842987861
Edge + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8701339448975993
LBP + HOG + DL_ResNet + SpatialFreq_mRMR,MLP,0.8700692223580159
Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8700125448606556
Contrast + Edge + DarkChannel + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8699183616794357
Edge + HOG + SpatialFreq + DL_Inception + DL_ResNet,MLP,0.8698510588341108
Edge + LBP + HOG + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8698333683132713
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8698241779577824
Contrast + Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8696819089177567
Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,MLP,0.8696720345605037
Contrast + Edge + DarkChannel + LBP + HOG + SpatialFreq + DL_EfficientNet,MLP,0.869550209500123
Contrast + Edge + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8692010813140157
SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8691940233582699
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8691191797668347
Contrast + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8690324529962103
DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,MLP,0.8688475561322049
Contrast + Edge + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8686873333773045
Contrast + LBP + SpatialFreq + DL_Inception + DL_ResNet,MLP,0.8685583208301624
Contrast + Edge + HOG + SpatialFreq + DL_EfficientNet,MLP,0.8685247355478408
LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8684549610423952
DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8684549610423952
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8684549610423952
Contrast + Edge + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8684549610423952
Contrast + DarkChannel + LBP + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8683854069325271
Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
DarkChannel + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Edge + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + DarkChannel + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + DarkChannel + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Edge + DarkChannel + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
LBP + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
Contrast + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,SVM,0.8683810157270709
DarkChannel + LBP + DL_ResNet,MLP,0.8683293420569024
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet,MLP,0.8682310888514968
Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8681597085697401
LBP + DL_Inception + DL_ResNet + DL_EfficientNet,RandomForest,0.8681201631755341
Edge + DarkChannel + LBP + DL_ResNet + DL_EfficientNet,RandomForest,0.868109051647094
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8678958390535048
DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet,MLP,0.8678700536434846
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,MLP,0.8678666534920536
Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8678188764857548
Contrast + Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.86781568764618
Contrast + Edge + DarkChannel + SpatialFreq + DL_ResNet + DL_EfficientNet,RandomForest,0.8677543881310292
Contrast + Edge + SpatialFreq + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8677051276686605
DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,MLP,0.8675350104979167
Contrast + DarkChannel + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,RandomForest,0.8674598571320576
Contrast + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Contrast + Edge + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + Edge + DarkChannel + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + Edge + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Contrast + Edge + DarkChannel + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Edge + DarkChannel + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Contrast + DL_Inception + DL_ResNet,SVM,0.867366989860411
Edge + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Contrast + DarkChannel + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
DarkChannel + DL_Inception + DL_ResNet,SVM,0.867366989860411
Edge + DarkChannel + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + DarkChannel + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + Edge + DarkChannel + DL_Inception + DL_ResNet,SVM,0.867366989860411
DarkChannel + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.867366989860411
Edge + DL_Inception + DL_ResNet,SVM,0.867366989860411
Edge + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
DL_Inception + DL_ResNet,SVM,0.867366989860411
Edge + DarkChannel + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + Edge + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + DarkChannel + DL_Inception + DL_ResNet,SVM,0.867366989860411
DarkChannel + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.867366989860411
Contrast + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8673592443109246
Contrast + Edge + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Edge + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8673592443109246
Edge + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8673592443109246
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Contrast + LBP + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8673592443109246
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
DarkChannel + LBP + DL_Inception + DL_ResNet,SVM,0.8673592443109246
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Contrast + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Contrast + LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
LBP + SpatialFreq + DL_Inception + DL_ResNet,SVM,0.8673362738834223
Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Contrast + Edge + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Contrast + Edge + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Contrast + DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
DarkChannel + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Contrast + LBP + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.8672940517552703
Contrast + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Contrast + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + DL_EfficientNet + SpatialFreq_mRMR,SVM,0.867266739786891
Edge + DarkChannel + LBP + DL_ResNet,MLP,0.8672500186097369
Contrast + Edge + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8672492176304611
Contrast + Edge + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8672492176304611
Contrast + DarkChannel + LBP + SpatialFreq + DL_Inception + DL_ResNet + SpatialFreq_mRMR,SVM,0.8672492176304611
